pub_id,author_s,year,article,journal,volume,pages,country,continent,animal,stage_life_m,lifespan_m,norm_age,bw_mean_kg,bw_sd_kg,sex,lactating,exp_id,model,study_id,treatment,potential_exposure_day,pfos_plasma_mean,pfos_plasma_sd,pfos_plasma_units,pfos_plasma_ns,pfos_liver_mean,pfos_liver_sd,pfos_liver_units,pfos_liver_ns,feed_intake_mean ,feed_intake_units,water_intake_mean,water_intake_units,pfos_exposure_level_mean,pfos_exposure_level_sd,pfos_exposure_level_units
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.52,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.4,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.41,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.3,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.21,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.17,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.23,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.17,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.09,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.13,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.05,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.28,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.29,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.4,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.57,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.39,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.36,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.6,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.35,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.65,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.42,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.67,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.52,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.41,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.37,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.31,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.22,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.23,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.29,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.17,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.13,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,63,10988-10994,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLAEP,1,0.16,NA,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,64,10988-10995,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.1,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,65,10988-10996,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.1,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,66,10988-10997,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.1,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,67,10988-10998,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.1,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,68,10988-10999,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.1,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,69,10988-11000,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.03,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,70,10988-11001,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.03,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,71,10988-11002,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.04,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,72,10988-11003,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.05,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,73,10988-11004,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.07,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,74,10988-11005,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.08,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,75,10988-11006,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.1,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,76,10988-11007,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.07,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,77,10988-11008,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.07,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,78,10988-11009,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.05,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,79,10988-11010,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.05,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,80,10988-11011,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.04,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,81,10988-11012,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.05,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,82,10988-11013,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.03,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,83,10988-11014,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.03,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,84,10988-11015,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.02,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,85,10988-11016,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.01,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,86,10988-11017,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.01,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,87,10988-11018,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.01,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,88,10988-11019,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.01,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,89,10988-11020,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.01,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,90,10988-11021,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.01,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,91,10988-11022,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.02,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,92,10988-11023,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.02,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,93,10988-11024,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.03,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,94,10988-11025,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.06,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,95,10988-11026,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.09,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,96,10988-11027,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.16,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,97,10988-11028,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.17,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
8,Lupton et al.,2015,Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus),Journal of Agricultural and Food Chemistry,98,10988-11029,United States,NAM,Cattle,NA,240,NA,307.3,11.1,CM,N,1,FIX,8,CLANEP,0,0.13,NA,ug/mL,1,NA,NA,NA,NA,9.219,kg/d,39.95,L/d,0.000025,NA,ug/kg bw
