pub_id,author_s,year,article,journal,volume,pages,country,continent,animal,stage_life_m,lifespan_m,norm_age,bw_mean_kg,bw_sd_kg,sex,lactating,exp_id,model,study_id,treatment,potential_exposure_day,pfos_plasma_mean,pfos_plasma_sd,pfos_plasma_units,pfos_plasma_ns,pfos_liver_mean,pfos_liver_sd,pfos_liver_units,pfos_liver_ns,feed_intake_mean ,feed_intake_units,water_intake_mean,water_intake_units,pfos_exposure_level_mean,pfos_exposure_level_sd,pfos_exposure_level_units
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,6.58,30,0.219,0.0286,0.00123,IF,N,3,FIX,24,CLAEP,4,12.5,3.23,ug/mL,6,NA,NA,ug/g,NA,0.005434,kg/d,0.00715,L/d,4500,NA,ug/kg bw/d
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,6.14,30,0.205,0.0267,0.00106,IF,N,3,FIX,24,CLAEP,4,16.3,1.78,ug/mL,7,NA,NA,ug/g,NA,0.005073,kg/d,0.006675,L/d,6500,NA,ug/kg bw/d
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,6.4,30,0.213,0.0278,0.00066,IF,N,3,FIX,24,CLAEP,4,15.2,2.04,ug/mL,12,NA,NA,ug/g,NA,0.005282,kg/d,0.00695,L/d,8500,NA,ug/kg bw/d
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,6.28,30,0.209,0.0273,0.00088,IF,N,3,FIX,24,CLAEP,4,22.6,3.57,ug/mL,7,NA,NA,ug/g,NA,0.005187,kg/d,0.006825,L/d,10500,NA,ug/kg bw/d
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,6.88,30,0.229,0.0299,0.00109,IF,N,4,FIX,24,CLANEP,4,0.0582,0.00822,ug/mL,9,NA,NA,ug/g,NA,0.005681,kg/d,0.007475,L/d,0.000025,NA,ug/kg bw/d
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,6.58,30,0.219,0.0286,0.00099,IF,N,4,FIX,24,CLAEP,4,15.7,2.23,ug/mL,9,NA,NA,ug/g,NA,0.005434,kg/d,0.00715,L/d,8500,NA,ug/kg bw/d
24,Abbott et al.,2008,Developmental toxicity of perfluorooctane sulfonate (PFOS) is not depent on expression of peroxisome proliferator activated receptor-alpha (PPAa) in the mouse,Reproductive Toxicology,27,258-265`,USA,NAM,mice ,7.04,30,0.235,0.0306,0.0009,IF,N,4,FIX,24,CLAEP,4,26.6,3.41,ug/mL,13,NA,NA,ug/g,NA,0.005814,kg/d,0.00765,L/d,10500,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0262,NA,IF,Y,1,FIX,25,CLAEP,63,0.524,NA,ug/mL,1,NA,NA,ug/g,NA,0.004978,Kg/d,0.00655,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0281,NA,IF,Y,1,FIX,25,CLAEP,63,0.257,NA,ug/mL,1,NA,NA,ug/g,NA,0.005339,Kg/d,0.007025,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0275,NA,IF,Y,1,FIX,25,CLAEP,63,0.149,NA,ug/mL,1,NA,NA,ug/g,NA,0.005225,Kg/d,0.006875,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0316,NA,IF,Y,1,FIX,25,CLAEP,63,0.231,NA,ug/mL,1,NA,NA,ug/g,NA,0.006004,Kg/d,0.0079,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0283,NA,IF,Y,1,FIX,25,CLAEP,63,0.203,NA,ug/mL,1,NA,NA,ug/g,NA,0.005377,Kg/d,0.007075,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0312,NA,IF,Y,1,FIX,25,CLAEP,63,0.343,NA,ug/mL,1,NA,NA,ug/g,NA,0.005928,Kg/d,0.0078,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0267,NA,IF,N,1,FIX,25,CLAEP,63,0.528,NA,ug/mL,1,NA,NA,ug/g,NA,0.005073,Kg/d,0.006675,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0321,NA,IF,N,1,FIX,25,CLAEP,63,0.395,NA,ug/mL,1,NA,NA,ug/g,NA,0.006099,Kg/d,0.008025,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0284,NA,IF,N,1,FIX,25,CLAEP,63,0.97,NA,ug/mL,1,NA,NA,ug/g,NA,0.005396,Kg/d,0.0071,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0338,NA,IF,N,1,FIX,25,CLAEP,63,0.707,NA,ug/mL,1,NA,NA,ug/g,NA,0.006422,Kg/d,0.00845,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0282,NA,IF,N,1,FIX,25,CLAEP,63,0.568,NA,ug/mL,1,NA,NA,ug/g,NA,0.005358,Kg/d,0.00705,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.0261,NA,IF,N,1,FIX,25,CLAEP,63,0.668,NA,ug/mL,1,NA,NA,ug/g,NA,0.004959,Kg/d,0.006525,L/d,12.5,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,1,FIX,25,CLAEP,63,0.594,0.076,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,1,FIX,25,CLAEP,63,1.456,0.452,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.021527,0.003664,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.01542,0.003969,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.045344,0.010382,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.02916,0.00687,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.045649,0.01313,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.034656,0.012214,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.065496,0.018321,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.043511,0.006718,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.061832,0.004275,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.055725,0.007023,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.081374,0.006107,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.074962,0.009771,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.097863,0.010076,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.096336,0.014046,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.10855,0.015878,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.10855,0.015878,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.028,NA,IM,N,2,FIX,25,CLAEP,8,0.121985,0.011603,ug/mL,6,NA,NA,ug/g,NA,0.005396643,Kg/d,0.007100846,L/d,12.68008214,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.014504,0.003359,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.00626,0.001527,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.015725,0.002137,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.007786,0.002443,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.023053,0.004885,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.014809,0.00458,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.023053,0.010382,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.02,0.005191,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.048092,0.006412,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.044733,0.01771,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.050534,0.006107,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.036794,0.007634,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.057557,0.00916,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.052977,0.008244,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.070382,0.013435,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.061527,0.012824,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
25,Wei Liu et al.,2010,"Influence of gestation, regular bleeding and intermittent exposure on blood perfluorooctane sulfonate levels in mice: potential factors inducing sex difference and affecting exposure evaluation",The Journal of Toxicological Sciences,35,309-316,China ,ASIA,mice ,1.85,30,0.062,0.02,NA,IF,N,2,FIX,25,CLAEP,8,0.074656,0.01374,ug/mL,6,NA,NA,ug/g,NA,0.003724,Kg/d,0.0049,L/d,12.25,NA,ug/kg bw/d
26,Hin Ting Wan et al.,2021,Characterization of PFOS toxicity on in-vivo and ex-vivo mouse pancreatic islets,Environmental Pollution,289,NA,China ,ASIA,mice ,1.61,30,0.054,0.019,NA,IF,N,1,FIX,26,CLANEP,21,0.000025,0.000001,ug/mL,7,0.000001,0.000001,ug/g,7,0.00361,Kg/d,0.00475,L/d,0.000025,NA,ug/kg bw/d
26,Hin Ting Wan et al.,2021,Characterization of PFOS toxicity on in-vivo and ex-vivo mouse pancreatic islets,Environmental Pollution,289,NA,China ,ASIA,mice ,1.61,30,0.054,0.019,NA,IF,N,1,FIX,26,CLAEP,21,2.268908,0.000001,ug/mL,7,2.912621,0.711974,ug/g,7,0.00361,Kg/d,0.00475,L/d,1000,NA,ug/kg bw/d
26,Hin Ting Wan et al.,2021,Characterization of PFOS toxicity on in-vivo and ex-vivo mouse pancreatic islets,Environmental Pollution,289,NA,China ,ASIA,mice ,1.61,30,0.054,0.019,NA,IF,N,1,FIX,26,CLAEP,21,15.79832,0.000001,ug/mL,7,20.7767,5.889968,ug/g,7,0.00361,Kg/d,0.00475,L/d,5000,NA,ug/kg bw/d
27,Dong et al. ,2011,Sub-chronic effect of perfluorooctanesulfonate (PFOS) on the balance of type 1 and type 2 cytokine in adult C57BL6 mice,Arch Toxicol ,85,1235-1244,China ,ASIA,mice ,2.08,30,0.069,0.032,NA,IM,N,1,FIX,27,CLANEP,60,0.05,0.000001,ug/mL,6,NA,NA,ug/g,NA,0.006067577,Kg/d,0.007983654,L/d,0.000025,NA,ug/kg bw/d
27,Dong et al. ,2011,Sub-chronic effect of perfluorooctanesulfonate (PFOS) on the balance of type 1 and type 2 cytokine in adult C57BL6 mice,Arch Toxicol ,85,1235-1244,China ,ASIA,mice ,2.08,30,0.069,0.032,NA,IM,N,1,FIX,27,CLAEP,60,1.07,0.000001,ug/mL,6,NA,NA,ug/g,NA,0.006067577,Kg/d,0.007983654,L/d,8.3,NA,ug/kg bw/d
27,Dong et al. ,2011,Sub-chronic effect of perfluorooctanesulfonate (PFOS) on the balance of type 1 and type 2 cytokine in adult C57BL6 mice,Arch Toxicol ,85,1235-1244,China ,ASIA,mice ,2.08,30,0.069,0.032,NA,IM,N,1,FIX,27,CLAEP,60,2.36,0.000001,ug/mL,6,NA,NA,ug/g,NA,0.006067577,Kg/d,0.007983654,L/d,16.7,NA,ug/kg bw/d
27,Dong et al. ,2011,Sub-chronic effect of perfluorooctanesulfonate (PFOS) on the balance of type 1 and type 2 cytokine in adult C57BL6 mice,Arch Toxicol ,85,1235-1244,China ,ASIA,mice ,2.08,30,0.069,0.032,NA,IM,N,1,FIX,27,CLAEP,60,10.75,0.000001,ug/mL,6,NA,NA,ug/g,NA,0.006067577,Kg/d,0.007983654,L/d,83.3,NA,ug/kg bw/d
