"pub_id","author_s","year","article","journal","volume","pages","country","continent","animal","breed","stage_life_m","lifespan_m","norm_age","bw_mean_kg","bw_sd_kg","sex","lactating","article_id","model","exp_id","treatment","potential_exposure_day","pfos_plasma_mean","pfos_plasma_sd","pfos_plasma_units","pfos_plasma_ns"
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",3,240,0.0125,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.096,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",3,240,0.0125,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.15,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",9,240,0.0375,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.55,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",9,240,0.0375,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.55,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",9,240,0.0375,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.4,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",9,240,0.0375,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.44,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",9,240,0.0375,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.87,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",9,240,0.0375,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.62,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",13,240,0.0541666666666667,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.53,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",13,240,0.0541666666666667,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.37,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",13,240,0.0541666666666667,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.43,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",13,240,0.0541666666666667,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.82,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",13,240,0.0541666666666667,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.68,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",13,240,0.0541666666666667,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.97,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",NA,273.6,NA,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.17,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",NA,273.6,NA,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.11,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",NA,273.6,NA,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.41,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",35,240,0.145833333333333,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.59,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",35,240,0.145833333333333,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.42,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",35,240,0.145833333333333,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.38,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",35,240,0.145833333333333,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.66,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",35,240,0.145833333333333,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.54,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",35,240,0.145833333333333,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.82,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.22,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.13,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.22,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.14,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.16,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.15,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.19,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.29,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.23,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.29,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.18,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.15,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.099,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.15,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",24,240,0.1,NA,NA,"CM","NA",10,"NA",1,"CAEP",NA,0.19,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.046,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.054,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.057,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.025,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.033,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.041,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.18,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.051,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.047,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.038,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.043,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.054,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.035,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.03,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.04,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",36,273.6,0.131578947368421,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.04,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0047,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.005,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0063,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0075,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0071,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0068,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0049,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0072,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0066,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0063,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0056,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",60,240,0.25,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0074,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,5e-04,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0011,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0011,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,5e-04,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0012,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0011,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,5e-04,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",72,273.6,0.263157894736842,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.0013,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.067,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.048,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.08,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.075,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.056,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.077,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.044,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.078,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.051,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.079,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.049,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.047,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.052,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.043,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",24,273.6,0.087719298245614,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,0.049,NA,"ug/mL",1
