"pub_id","author_s","year","article","journal","volume","pages","country","continent","animal","breed","stage_life_m","lifespan_m","norm_age","bw_mean_kg","bw_sd_kg","sex","lactating","article_id","model","exp_id","treatment","potential_exposure_day","pfos_plasma_mean","pfos_plasma_sd","pfos_plasma_units","pfos_plasma_ns"
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,516,NA,"IF","N",6,"FIX",1,"CANE",NA,0.044,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",38.4,240,0.16,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.427,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",38.4,240,0.16,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.292,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",44.4,240,0.185,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.003,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",44.4,240,0.185,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.267,NA,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",28.8,240,0.12,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.37,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",28.8,240,0.12,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.227,0.005657,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",42,240,0.175,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.409,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",42,240,0.175,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.299,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",42,240,0.175,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.391,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",42,240,0.175,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.215,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,NA,NA,"CM","N",6,"FIX",1,"CANE",NA,0.403,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,NA,NA,"CM","N",6,"FIX",1,"CANE",NA,0.34,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,NA,NA,"CM","N",6,"FIX",1,"CANE",NA,0.277,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,NA,NA,"CM","N",6,"FIX",1,"CANE",NA,0.166,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",16.8,240,0.07,NA,NA,"CM","N",6,"FIX",1,"CANE",NA,0.329,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",16.8,240,0.07,NA,NA,"CM","N",6,"FIX",1,"CANE",NA,0.194,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",90,240,0.375,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.404,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",90,240,0.375,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.289,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",97.2,240,0.405,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.326,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",97.2,240,0.405,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.221,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",147.6,240,0.615,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.3285,0.0021,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",147.6,240,0.615,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.23,NA,"ug/mL",1
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,0.016,0.008,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,0.388,0.14,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,1.612,0.55,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,5.4,1.45,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,8.816,2.96,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,13.239,3.47,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,24.955,4.27,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,28.582,6.07,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,35.24,5.24,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,34.095,8.59,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,36.256,3.47,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,34.977,4.81,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,28.208,7.96,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,26.675,5.62,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,21.655,3.23,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,21.643,5.21,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,46.278,9.01,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,47.968,1.47,"ug/mL",3
7,"Lupton et al.",2014,"Distribution and Excretion of Perfluorooctane Sulfonate (PFOS) in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",62,"1167-1173","United States","NAM","Cattle","Lowline",NA,240,NA,329,36,"CM","N",7,"FIX",1,"CLAEP",1,52.597,3.39,"ug/mL",3
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.02,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.14,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.26,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.39,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.65,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.37,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.38,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.6,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.4,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.56,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.49,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.52,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.52,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.4,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.41,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.3,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.21,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.17,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.23,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.17,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.09,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.13,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.05,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.28,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.29,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.4,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.57,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.39,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.36,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.6,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.35,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.65,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.42,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.67,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.52,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.41,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.37,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.31,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.22,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.23,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.29,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.17,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle","Angus ",NA,240,NA,307.3,11.1,"CM","N",8,"FIX",1,"CLAEP",1,0.13,NA,"ug/mL",1
