pub_id,country,continent,animal,stage_life_m,lifespan_m,norm_age,bw_mean_kg,bw_sd_kg,sex,lactating,exp_id,model,study_id,treatment,potential_exposure_day,pfos_plasma_mean,pfos_plasma_sd,pfos_plasma_units,pfos_plasma_ns,pfos_liver_mean,pfos_liver_sd,pfos_liver_units,pfos_liver_ns,feed_intake_mean,feed_intake_units,water_intake_mean,water_intake_units,pfos_exposure_level_mean,pfos_exposure_level_sd,pfos_exposure_level_units
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,43.56,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,43.45,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,42.13,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,41.49,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,40.57,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,40.52,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,39.66,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,39.39,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,39.27,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,38.7,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,38.23,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,36.99,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,36.92,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,35.93,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,34.75,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,34.17,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,34.01,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,33.7,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,33.56,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,32.78,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,32.58,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,32.11,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,31.27,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,31.23,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,30.8,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,30.41,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,28.93,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,27.46,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,26.26,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,25.61,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,23.82,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,22.42,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,19.18,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,19.03,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,17.27,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,16.88,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,15.36,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,14.91,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,12.34,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,12.2,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,9.52,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,9.417,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,9.11,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,7.55,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,5.33,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,4.01,.,ug/mL,1,8.76,3.54,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,3.97,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,308.1,29.9,IF,N,1,FIX,4,CLAEP,1,3.09,.,ug/mL,1,4.74,0.56,ug/g,2,9.243,kg/d,40.05,L/d,9090,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.67,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.65,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.65,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.6,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.6,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.57,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.56,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.52,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.52,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.52,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.49,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.42,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.41,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.41,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.4,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.4,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.4,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.39,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.39,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.38,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.37,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.37,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.36,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.35,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.31,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.3,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.29,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.29,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.28,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.26,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.23,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.23,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.22,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.21,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.17,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.17,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.17,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.17,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.16,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.16,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.14,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.13,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.13,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.13,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.11,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.1,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.1,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.1,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.1,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.1,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.1,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.09,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.09,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.08,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.08,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.08,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.08,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.06,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.06,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.05,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.04,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.04,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.02,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.02,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.02,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.02,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
